type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage
single_family,,"Adorable home in highly sought after Old Colorado City! Views of Pikes Peak, Garden of the Gods and walking distance to OCC, Red Rocks Open Space, dining, shopping, hiking and so much more! Enter into the cozy living area with gas fireplace and lots of natural light. Main living area is carpeted but offers hardwood flooring underneath. Updated galley kitchen and bath. Covered front porch, and side patio area. Private yard with tons of outdoor space and large storage shed. Electric, remote controlled gate to covered carport, and spacious rear patio area. Looking for a fantastic location and westside living? This home is for you!",319900,539.0,2.0,2.0,1.0,1.0,1.0,2.0
single_family,,"Beautifully Upgraded 3-Bedroom, 2-Bathroom Ranch with Entertainers Wet Bar. Welcome home to this well-maintained three-bedroom, two-bath ranch-style home offering comfort, style, and exceptional entertaining space. The open, functional floor plan flows seamlessly from the living and dining areas into a stunning full wet bar, complete with custom cabinetry, stone countertops, pendant lighting, beverage storage, and bar seating-perfect for hosting gatherings or relaxing at home. The kitchen features updated cabinetry, modern appliances, ample counter space, and quality finishes, opening to the main living areas for easy everyday living. Natural light and thoughtful upgrades throughout create a warm, inviting atmosphere. Step outside to enjoy the large backyard, ideal for outdoor entertaining, gardening, or future expansion. An oversized two-car garage provides generous room for vehicles, storage, and hobbies. As an added bonus for RVers, there is a 30 amp RV plug for power. With tasteful interior upgrades, a desirable ranch layout, and standout entertaining features, this home offers the perfect blend of functionality and charm. Highlights include: 3 bedrooms, 2 bathrooms, Ranch-style, single-level living, Full custom wet bar with seating, Updated kitchen and finishes, Spacious backyard, Oversized 2-car garage. Ideal for entertaining and everyday comfort this is a must-see home that truly stands out-schedule your showing today.",515000,1663.0,1.0,3.0,2.0,2.0,2.0,2.0
townhomes,townhouse,"Move in ready with its tall ceilings and terraced ledges It's bigger than it looks! Lovely entry welcomes you into this roomy townhome in beautiful Cedaredge Golf Course Community. Three bedroom, 2 bath home offers plenty of elbow room. Custom plantation shutters, newer Anderson windows throughout, tiled kitchen floor, newer refrigerator, microwave and washer. The covered back patio is the perfect size for entertaining. You are 20 minutes drive time to the beautiful Grand Mesa to recreate to your hearts delight. Hike the Craig's Crest or fish in the 300 plus reservoirs on the Mesa. Come take a look, you won't be disappointed.",450000,1597.0,1.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Nestled amidst towering pines, this stunning turnkey Cuchara Pass Ranch Estate is an alpine paradise and hunter's dream. There is abundant wildlife just outside your door. Elk, deer and bear are seen on the property daily. Sitting proudly on 70+acres, the property holds Spruce, Fir and Aspen trees, open meadows, two ponds and fresh natural springs. Built from large, hand hewn Montana spruce logs, the heart of the home features vaulted ceilings, a hand-crafted stone fireplace and floor to ceiling picture windows inviting breathtaking views of the Sangre de Cristo mountains. The custom built lodge features 4,535 sq ft of living space on three levels, with an open floor plan, a spacious kitchen and dining area, along with an open loft above the great room. The primary bedroom and bath are on the main level, along with two bedrooms and bath on the lower level. You'll have year-round access and end of the road privacy. National Forest is nearby and there is additional land available.",1999000,4535.0,3.0,3.0,3.0,2.0,2.0,2.0
single_family,,"Welcome to this charming and exceptionally well-cared-for home located in the heart of Briargate in beautiful Colorado Springs. Situated on a desirable corner lot, this property offers privacy, abundant natural light, and a spacious fenced backyard complete with a gardening area featuring fertile soil and ideal sunlight-perfect for herbs, tomatoes, and more. Inside, you'll find a bright, functional layout with excellent storage throughout. The kitchen features substantial cabinet space and a deep pantry. Bathrooms are generously sized, with the main bathroom offering impressive built-in storage. The bedroom is larger than it appears unfurnished and provides flexible layout options. Significant recent upgrades add tremendous value, including a NEW roof, NEW furnace, and NEW central air conditioning-major improvements that enhance efficiency, comfort, and peace of mind. Floor vents allow easy room-by-room airflow adjustment. The garage offers abundant storage and easily accommodates a vehicle plus equipment. The backyard shed provides additional shelving and extras. Located within the highly regarded Academy District 20, this home offers quick access to dining, groceries, coffee, shopping, and nearby schools-including a Montessori just across the street and a high school minutes away. The neighborhood is quiet and well-maintained, with friendly neighbors and fast winter road clearing. Commuters will love the central Springs location, with easy routes north or south via main roads or backroads. Additional features include: Grill and snow-blower included Carpet allowance for buyer customization Newer refrigerator and a dishwasher replaced approximately five years ago Private outdoor space ideal for entertaining Spacious corner lot with gardening area and storage shed This home combines thoughtful updates, outstanding storage, and a truly unbeatable location-move-in ready and full of comfort.",384999,1135.0,2.0,3.0,2.0,2.0,2.0,2.0
land,,"If you are looking for plenty of space to build on, here it is! It is close to the town of Saguache but still very private. These two parcels are almost 80 acres combined. Each parcel can have a domestic well drilled. A domestic well allows you to water livestock, 1 acre of lawn/garden plus your home. Power is approximately a mile SW of these lots it you prefer to have electricity over solar. Enjoy the mountain views and the wildlife from these lots. Two different hot springs, The Great Sand Dunes National Park, C.O. Alligator Farm and Hooper Geothermal Pool are a short drive away. Mountain recreation is very near for hiking, horseback riding, fishing, hunting and many other activities.",96000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Welcome to 5633 S Sicily Cir, a home that exudes warmth and comfort. The living room is graced with a cozy fireplace, perfect for those chilly evenings. The kitchen is a chef's dream, boasting all stainless steel appliances and a center island for additional prep space. The primary bathroom is a sanctuary with double sinks, and a separate tub and shower for ultimate relaxation. Step outside to a patio that's perfect for entertaining, and a fenced-in backyard offering privacy. The home has been refreshed with new interior paint, giving it a clean and modern feel. This property is a true gem, offering a blend of comfort and style. Don't miss out on this unique opportunity.. Included 100-Day Home Warranty with buyer activation",531000,2259.0,2.0,4.0,3.0,2.0,2.0,2.0
single_family,,"Freshly stained main cabin with new deck flooring and railings! Come tour this Mountain Retreat with Endless Potential! Explore the opportunities this versatile Grand Lake property offers, perfectly set on 2.61 acres with sweeping mountain views. The 4-bedroom, 3-bath main home with loft features vaulted ceilings and rustic charm, creating a warm, spacious feel with plenty of room to personalize. Relax in the new hot tub on the wrap-around deck while taking in the views. Recent updates include newer carpet on the main level, new sewer lines, and new French doors off the primary suite. The lower-level apartment includes two bedrooms and one bathroom and connects to the main cabin, with its own entrance through the garage, too. Dont miss the fully remodeled 2-bedroom, 1-bath Cowboy Cabin across the circular driveway, adding extra living or rental flexibility. This charmer has beetle-kill wood, butcher block counters, and comes fully furnished. Practical highlights include an attached two-car garage, a detached one-car garage, and a chicken coop. A circular driveway offers convenience and ample parking throughout the property. With a few light updates, this mountain retreat could truly shine . The combination of location, views, and built-in income potential makes it a rare Grand Lake gem.",1595000,4004.0,3.0,8.0,5.0,2.0,5.0,2.0
condos,condo,"Fully Updated Corner Unit with Panoramic Views of the Mountains! Welcome to this beautifully renovated Vallagio loft, ideally located on the south corner and offering breathtaking 270-degree views with abundant light. This spacious 2-bedroom, 2-bath condo is all on one level, providing easy, maintenance-free living. The updated kitchen features a center island, new 42-inch cabinets, stainless steel appliances, new countertops, a new stove/range, microwave, dishwasher, and lower cabinets with pull-out drawers. Both bathrooms have been redone with new tile, cabinetry, and countertops, blending style and function. The primary suite includes an oversized walk-in closet and a roomy en-suite with dual sinks. Enjoy the cozy living area with a gas fireplace, walk-in closets in both bedrooms, refinished hardwood floors, and custom wood blinds throughout, adding warmth, elegance, and privacy. Additional highlights include low utility costs, a secure building with two elevators, and two premium underground parking spaces (no tandem), located near the elevator. You'll also enjoy four large storage cages. The location is unbeatablejust a short walk to the Dry Creek Light Rail Station, cafes, a nail salon, urgent care, and various dining options. A nearby yoga studio and the vibrant Vallagio community enhance the lifestyle. Step outside to enjoy the expansive south-facing wrap-around patio, perfect for year-round outdoor living. Ideally located in the Inverness/Tech Center area, youll enjoy quick access to I-25 and proximity to Inverness Golf Club, where residents may be eligible for discounted memberships (buyer to verify). This exceptional home blends luxury, convenience, and location. Dont miss this incredible opportunity! Lender incentive available by using our Preferred Lender. Those Credits can be used to buy down the rate, cover closing costs, OR cover the full cost of A 2-1 Buydown.",635000,1387.0,1.0,2.0,2.0,1.0,2.0,2.0
farm,,"Unique 12 acre livestock and dog breeding facility located in west Greeley, this property features an irrigated grass pasture, 4 lean-to sheds with pipe fencing corrals that will accommodate horses, cattle, sheep, other large animals.104 X 40 metal shed, 48 X 24 metal building with office space & 6 dog kennels, 2nd dog kennel is 13 X 28 with 4 dog kennels. RV hookup, flower gardens, piped fencing with mesh that goes around the entire property. 1/7 interest in a Non Tributary Irrigation well. Come and see this property it has a lot of possibilities.",1500000,1456.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Life, simplified. Space, reimagined. In this home, everything feels lighter, easier, and intentionally designed for how people actually live. Set in the heart of University Park, this updated home blends modern comfort with everyday functionality in one of Pueblo's most loved neighborhoods. The main level opens into bright, connected living spaces with updated LVP flooring, fresh paint, and a clean, contemporary kitchen that naturally becomes the hub of the home. It's a space made for shared meals, holiday gatherings, and easy conversation - open, welcoming, and practical without sacrificing style. Three bedrooms on the main level create a layout that works beautifully for daily life. The primary suite offers privacy and comfort with its own bath, while soft carpeting adds warmth to each bedroom. Downstairs, the finished basement shifts the rhythm of the home. A fourth bedroom, full bath, and generous flex space invite movie nights, game days, or a dedicated zone just for teens, guests, or fitness. Large egress windows fill the lower level with natural light, keeping it bright and livable. An oversized two-car garage provides the storage and flexibility busy households appreciate, while the surrounding neighborhood offers parks, schools, and conveniences just minutes away. This home doesn't ask you to adapt to it. It's already built to adapt to you. Move-in ready, thoughtfully updated, and ready to support the next chapter.",375000,2214.0,2.0,4.0,3.0,3.0,3.0,2.0
single_family,,"Wake up to unobstructed views of the Flatirons and Colorado's iconic foothills from nearly every window of this extraordinary 5-bedroom estate. Set on 2 acres across from protected open space, this rare property offers breathtaking scenery, exceptional privacy, and an unbeatable location just minutes from downtown Boulder and within walking distance of the Boulder Reservoir. A circular cobblestone driveway welcomes you to a home that feels warm and inviting from the moment you step inside. Thoughtfully updated over the years, every space reflects care, character, and craftsmanship. The custom kitchen features marble sourced from Italy and Vermont, marble flooring, and a statement island framed in rustic decommissioned ship wood. The show-stopping entry and foyer showcase river rock tile and reclaimed barn wood beams, setting the tone for the home's natural elegance. The cozy living room is lined with windows framing stunning mountain sunsets. Additional highlights include a main-level office with built-ins, a dining room with a wood-burning fireplace framed in river rock and a log beam mantel, and a studio/workshop with a private entrance. The basement is ideal for entertaining, perfect for game nights or gatherings. Outdoors, the backyard is designed for enjoyment with mature landscaping, vibrant seasonal color, and a tranquil pond and water feature. The property is ready for horses, livestock, or chickens, with existing shelters, fencing, and heated water lines. This rare location offers the perfect balance of nature, privacy, and convenience-peaceful and tucked away, yet close to everything that defines Boulder living.",2250000,3696.0,2.0,5.0,3.0,2.0,3.0,3.0
single_family,,"North Boulder Skyview Retreat. Perched on the third floor with no overhead neighbors, this beautifully refreshed North Boulder condo offers a rare blend of privacy, light, and sweeping Front Range views. From the moment you enter, the airy interior and thoughtful upgrades create a refined, welcoming atmosphere-perfectly suited for both everyday living and elevated entertaining. The living room is anchored by a cozy wood-burning fireplace and flows seamlessly to a private terrace, where unobstructed mountain views set the scene for unwinding outdoors. The updated kitchen features granite countertops, a breakfast bar, new dishwasher, and opens to a dedicated dining area. This two-bedroom layout includes a serene primary suite with a 3/4 ensuite bath, complemented by a second bedroom for guests, home office, or flex use. Additional highlights include new carpet, fresh interior paint, new windows and front door, and an in-unit stackable washer and dryer. Two reserved parking spaces add convenience, while HOA dues include heat and water. Residents enjoy access to an amenity-rich community with an Olympic-sized pool, hot tub, and miles of nearby trails. Located directly on the Wonderland Creek Bikeway, this bike-friendly setting connects you effortlessly to Boulder's extensive trail system. The neighborhood is known for its warm, connected community where neighbors truly know one another. Daily errands are a breeze with nearby Safeway, 24 Hour Fitness, and local restaurants, while Pearl Street Mall is just a quick seven-minute drive away. What truly sets this home apart is its better-than-new aesthetic-combining modern updates with timeless charm. With panoramic views from every corner of the property, and a rare balance of comfort and sophistication, this North Boulder retreat is a standout opportunity.",389000,880.0,1.0,2.0,2.0,1.0,2.0,2.0
condos,condo,"Experience elevated living in this meticulously maintained, two bedroom condo at the Timbers complex in Mt. Crested Butte. Positioned to capture stunning mountain views, this beautifully furnished home offers the ideal blend of modern comfort and alpine charm. Step into an open and airy living space that flows seamlessly to your private balcony - the perfect spot to relax and take in the breathtaking views and surroundings. Inside, you'll find contemporary finishes, stylish decor, and the convenience of a private washer and dryer. The unit is offered move-in ready, so you can begin enjoying your mountain lifestyle right away. An additional bonus and convenience is that unit 104 is located on the entry level to the building, and unlike many other units, you won't have to climb any stairs. Originally renovated in 2016, the Timbers building is modern and welcoming, with a host of amenities including a designated ski locker, community deck with grill and hot tub, bike storage, dog wash station, and elevator. Located directly across from the Crested Butte Mountain Resort base area and on the free shuttle route, this condo offers unbeatable access to year-round recreation and outdoor adventure. Enjoy world-class skiing in the winter, and hiking and biking trails right outside your door during the summer and fall months. Historic Downtown Crested Butte is just a short bus ride away. This property has a great rental potential. Whether you're looking for a turn-key vacation home, investment property, or full-time residence, this mountain condo checks all the boxes.",557250,552.0,1.0,2.0,1.0,1.0,1.0,2.0
condos,condo,"Beautiful, move-in-ready condo in the sought-after Hermitage community! This charming ground-floor unit offers easy access with no stairs and an open, comfortable layout. Featuring two bedrooms and one bathroom, youll love the tasteful updates with abundant natural light throughout. The kitchen shines with quartz countertops and all appliances included. Step outside to your patioperfect for relaxing or entertaining and an attached garage provides added convenience and extra storage. Located in a community with a pool and clubhouse, this condo offers unbeatable access to I-25, I-225, the DTC, shopping, restaurants, and more. Walking distance to both Arapahoe and Orchard light rail stations. A fantastic opportunity in a prime locationdont miss it!",359900,956.0,1.0,2.0,1.0,1.0,1.0,1.0
single_family,,"Welcome to this beautifully situated corner-lot home, like new, and one of the largest models in the area. Six bedrooms, four baths, second floor loft, finished basement, and STUNNING kitchen where the oversized quartz kitchen island is the center feature and heart of the of the main floor. This home balances rustic charm with clean, contemporary design, open-concept living and cozy living spaces. It feels inviting, bright, and, above all, functional for family life. Enjoy endless sunsets and mountain views in this prime location. You have mountain views from the master bedroom, sunroom and back deck, the ideal spots to relax, sip your morning coffee, or unwind at sunset. This home is bright, spacious and Located in Sky Ranch, a neighborhood with four parks, nearby schools and walking trails. Close to I-70 and E470.",770000,4980.0,2.0,6.0,4.0,2.0,3.0,3.0
single_family,,"This stunning home is nestled on a quiet cul-de-sac. Featuring welcoming tile entry, the home has newer paint, carpet and laminate flooring, and freshly poured concrete driveway from 2022. The main-level suite includes a walk-in closet and convenient laundry access. Enjoy cozy evenings by the gas fireplace and host gatherings in the open floor plan. The kitchen ha an island/breakfast bar with built-in storage and recessed lighting. Additional highlights include ceiling fans, a versatile loft/office area, and a backyard for your cookouts! Come see it for yourself!",359000,1810.0,2.0,3.0,3.0,3.0,3.0,2.0
land,,Off grid living with incredible views!,2000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Discover this inviting home featuring pride of ownership, evident in the beautifully maintained front and back yards. The main level includes: 2 cozy bedrooms A warm living room with stunning wood built-ins and a fireplace, A spacious kitchen/dining area. Convenient main level laundry room. Enclosed back porch that adds extra living space. Upstairs, you'll find a large bedroom offering additional privacy, while the unfinished basement presents versatile storage opportunities. Outdoor amenities include a fenced backyard, 2-car carport, and a detached 1-car garage, ensuring plenty of parking and room to suit your needs. This property is ready to welcome you home! The Seller had the interior of the home painted.",199000,2499.0,1.0,3.0,2.0,2.0,2.0,1.0
single_family,,"You are sure to fall in Love with this Property and soon as you pull into the Driveway small front yard with wonderful mature trees that are especially beautiful this time of year. Large nicely graveled side yard provides lots of parking and great access to the back yard area that features a tool shed, colorful flower garden, small gazebo, large decorative native rocks. Nice covered back patio and much more. Roof 2 years old and Kitchen was remodeled in 2013. The interior features a split floor plan, 3 bedrooms, 1 & 3/4 baths and wait until you see the kitchen with electric cook top, wall oven and large island. This is a must see home in a nice quiet neighborhood.",380000,1378.0,1.0,3.0,2.0,1.0,2.0,2.0
single_family,,"Buy This Home & We'll Buy Yours! A remodeled home with this same tri-level floor plan in Hutchinson Hills on S. Sidney Court sold for $790, 000 in October 2025, highlighting the value opportunity this property offers. Welcome to 7464 E Colgate Place, where flexible living spaces and a comfortable layout create an ideal setting for everyday life. The inviting entry opens to bright living and dining areas with built-in features and ceiling fans that flow easily for daily routines or entertaining. The kitchen features granite counters, double ovens, generous cabinetry, and a cozy breakfast nook overlooking the private backyard. Just a few steps down, the spacious family room includes a fireplace and walks out directly to the covered patio and yard, creating a natural indoor-outdoor connection. Upstairs, the primary suite offers a peaceful retreat with an en-suite bath, while additional bedrooms provide space for guests, a home office, or hobbies. The finished basement expands the living area further and includes workout equipment for year-round convenience. Fresh interior paint and new window coverings give the home a clean, move-in-ready feel. Set on an 8, 240-square-foot lot near parks, trails, shopping, and everyday amenities, this home blends comfort, space, and location. Everyday Open House! Call us today about dates & times! This home includes a 12-month home warranty plus our 24-Month Buyer Satisfaction Guarantee, love your home or well sell it for FREE! Ask about our Community Appreciation Benefits. If this isnt your perfect fit, call to discuss your home search and avoid the risk of owning two homes with our Buy This Home and Well Buy Yours program. Qualified buyers may enjoy 0% down options, closing cost credits, or exclusive rate incentives with our preferred lender. Contact the Listing Agent for details and discover how you can move up with confidence! cond.apply",598999,2733.0,2.0,4.0,3.0,1.0,2.0,2.0
single_family,,"Nestled on a generous 2.4-acre corner lot, this custom-built masterpiece has 6 beds & 5 baths, you'll have more space than a celebrity's entourage perfect for actual humans or furry friends. Walk-in to an expansive family room & oversized kitchen - the ultimate command center, with granite countertops and stainless steel appliances, perfectly positioned to keep you in the heart of the action. For those moments that demand a bit more pomp and circumstance, a separate formal dining area is ready. Now, let's talk about the master suite. Next to another bedroom on the main floor, this room lives large! The five-piece en-suite bathroom is a spa-like retreat, complete with a soaker tub that begs for bubble baths, a separate shower, and dual vanities so you'll never have to elbow for mirror space again. Upstairs, you are greeted by a massive bonus room, ready to transform into your personal play palace, fitness haven, or an office so expansive, you might actually enjoy Monday mornings. The 2 bedrooms aren't just bedrooms; they're private sanctuaries, each boasting its own en-suite bathroom and walk-in closet. Descend into the full finished basement, where a full sized wet bar beckons for impromptu happy hours. 2 additional bedrooms offer ample guest quarters, and a dedicated space ideal for a theater room. Oh, and did we mention the workshop? It's not just a workshop; it's an RV-sized kingdom with room for two additional vehicles and enough space left over to actually, you know, work. Who needs a mere garage when you can have a personal automotive palace? This home isn't just a place to live; it's an invitation to live grandly. So, if you're tired of living small and ready to embrace a life of expansive space & luxury, your search ends here. Just 30 minutes east of Denver via I-70 with easy access to DIA.",920000,5694.0,2.0,5.0,6.0,4.0,5.0,7.0
single_family,,"This all-brick ranch style home features 2 bedrooms up, the 3rd and a nonconforming 4th bedroom or an office/study in the basement. All of the bedrooms in this house are larger than most bedroom in newer houses. It has two baths one on each floor, a large family room with a bar in the basement for entertaining, and a sizeable laundry room. It also includes a large (594 sq. ft.) double car garage, a 10 x 20 ft. fully enclosed patio structure (perfect for a hot tub location), a 10 x 10 metal shed, and a fully fenced back yard. The back yard has several large gates to allow for additional vehicle or RV parking, and the property has alley access. Don't miss the chance to see this property! This property is being sold ""as is"".",369500,1818.0,1.0,4.0,2.0,1.0,2.0,2.0
land,,"Collbran Colorado grazing ranch. This offering is for 50% undivided interest in 1830 acres with Grazing rights only, No commercial hunting rights. Ranch historically has grazed approximately 200 cows for the spring season. Borders State land on the East, USFS on the North and BLM on the NW corner. Conservation Easement in place.",600000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
single_family,,"A great location was chosen for this energy-efficient, southwest-style hybrid home. With post & beam construction, hay bale insulation (w/ an R53 insulation factor), & SIP (structural insulated panels (R-17) roofing, earthen plaster interior walls, stucco exterior, concrete floors, in-floor radiant heat, & wood-burning stove, you can plan on reduced utility bills. The center courtyard has brick pavers & latilla fence & provides an excellent spot to soak up the sun & host your BBQs. The one level home has 3 bedrooms, 2 baths, large utility room, bonus/tv/office, great room & kitchen & an attached, heated 2-car garage, plus another detached oversized 2-car garage w/ workshop area. The spacious kitchen w/ cork flooring, has an island w/ seating for 4 & is open to the dining space & great room. This area has tongue& groove vaulted ceilings, 2' Colorado blue stone window sills, large beams, & a wood-burning stove. The master suite, just off the great room has a library/sitting room with double French doors to the outside, & is a nice spot to take time out to appreciate the phenomenal views. The mountains here are up close & personal w/ great hiking & horseback riding nearby. Skidsteer(negotiable)",775000,2547.0,1.0,3.0,2.0,2.0,2.0,3.0
single_family,,1 Car detached garages with separate storage. Must own a condo or townhome to purchase.,50000,1962.0,2.0,0.0,0.0,2.0,2.0,1.0
single_family,,"Charming Downtown Pagosa Springs Home - Steps from the Heart of It All! Discover the perfect blend of comfort and convenience in this beautifully updated 3-bedroom, 2.5-bath home located just one block off Main Street in downtown Pagosa Springs. Enjoy easy access to the world-famous hot springs, riverside parks, dining, shopping, and the scenic San Juan River-all just two blocks away. Inside, you'll find a freshly painted interior featuring a bright, open layout and thoughtful updates throughout. The newly renovated kitchen shines with modern appliances and stylish finishes, opening to a spacious living area ideal for entertaining. Upstairs includes two cozy bedrooms and a 3/4 bath, while the lower level offers a private bedroom with an en suite 3/4 bath and large walk-in closet, plus an additional half bath off of the main living area for guests. Step outside to enjoy Colorado living at its best on the large, bi-level wraparound deck overlooking the fenced yard-perfect for relaxing or hosting friends. The detached two-car garage provides plenty of storage and room to expand, with the potential for a future apartment or guest suite above. With its unbeatable downtown location, modern upgrades, and versatile layout, this Pagosa Springs gem offers an exceptional opportunity to live, invest, or vacation in the heart of one of Colorado's most sought-after mountain towns, located only 25 miles to Wolf Creek Ski Area.",675000,1593.0,2.0,3.0,3.0,2.0,2.0,2.0
land,,"Excellent development opportunity for the construction of two duplexes or a four-plex. This buildable parcel offers strong potential for multi-unit residential development, making it ideal for investors or builders seeking a value-add project.",198000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
single_family,,"Luxury and effortless living meet in this stunning Shea-built ranch in the gated BackCountry community. Designed for comfort and flexibility, the home offers 6 bedrooms, 6 bathrooms, and a layout ideal for multigenerational living or hosting guests. The main level features vaulted ceilings in the primary suite and living room, creating an open, airy feel. The gourmet kitchen includes stainless steel appliances, double ovens, Masterpiece cherry cabinetry, and a walk-in pantry. Designer finishes throughout include Hunter Douglas shutters, granite and marble surfaces, premium tile, ceiling speakers, and refined architectural details. The main-floor primary suite is a private retreat with a spa-like five-piece bath, oversized shower, and walk-in closet. Two additional main-level bedrooms provide flexible living or workspace options. The finished basement adds three more bedrooms, three baths, a large gym room and a bonus room with built-ins. Outdoor living shines with a landscaped backyard, astro turf, mature plantings, flagstone patio, hot tub, and gas line for grilling. The west-facing driveway offers minimal snow buildup and extra parking. Additional features include two laundry rooms, paid-off solar, tankless water heater, air purifier, CAT-5 wiring, Tesla charger, new carpet throughout the entire home and extensive storage. A fully integrated Control4 smart home system includes in-wall panels, eight security cameras, smart lighting, climate control, intercom, and remote access. BackCountry residents enjoy a private clubhouse with resort-style pool, fitness center, spa rooms, wine bar, coffee shop, and vibrant community eventsoffering the best of Colorado living.",1250000,5238.0,1.0,6.0,6.0,3.0,5.0,3.0
single_family,,"This well-maintained in-town home offers modern updates, thoughtful improvements, and everyday convenience. The home is ideally located within walking distance to Fairplay Beach and the scenic walkway leading to the town center, offering easy access to local bars and restaurants, and local favorites. Inside, enjoy durable & stylish LVP flooring (2023) paired with a freshly painted interior completed in 2025, creating a bright and inviting feel throughout. The kitchen features brand-new stainless steel appliances (2026), and a large custom island showcasing a counter-height live-edge wood surface above a solid-surface lower counter, creating casual seating and a seamless open-concept connection between the kitchen, dining, and family room. Bathrooms have been tastefully updated in 2025 with new vanities, flooring, and a refreshed primary shower/bath. Major exterior improvements include new paint in 2025, along with updated window trim and casing with all windows being air-sealed for improved comfort and efficiency. The spacious attached two-car garage was fully upgraded in 2026 with new electric, insulation, and drywallperfect for vehicles, storage, or a workshop setup. With numerous recent upgrades already completed, this home offers peace of mind and low-maintenance living in a desirable in-town locationjust unpack and enjoy.",450000,1272.0,2.0,3.0,2.0,2.0,2.0,2.0
townhomes,townhouse,"$20,000 PRICE IMPROVEMENT!!! IMMEDIATE OCCUPANCY!! Welcome to your dream home in the heart of beautiful Pagosa Springs, Colorado! This brand-new 3 bedroom townhome offers 1853 square feet of thoughtfully designed, low maintenance living. Step into effortless main-level living with a spacious primary suite located conveniently on the entry level. The 1.5 story plan is highlighted by soaring vaulted ceilings, a cozy gas fireplace, and radiant heated finished concrete floors that bring warmth and style throughout the home. The fully equipped kitchen features sleek quartz countertops, modern cabinetry, and ample space to cook and entertain. Ceiling fans and central air conditioning, add comfort year-round. Large windows frame breathtaking views. Enjoy peaceful mornings and starry nights on the large covered patio - perfect for soaking in the serene surroundings of Pagosa Springs. Whether you're looking for a full-time residence, a lock-and-leave mountain getaway, or an investment in one of Colorado's most charming towns, this townhome offers the perfect combination of comfort, elegance, and convenience.",569900,1853.0,2.0,3.0,3.0,3.0,3.0,2.0
land,,"This beautiful half-acre, heavily treed lot is located in the desirable San Juan River Resort, just minutes outside Pagosa Springs, Colorado. With multiple level building sites, it's an ideal setting for your Colorado mountain home-complete with excellent southern exposure and the perfect layout for a walk-out basement. Enjoy 360-degree mountain views, fishing access to the San Juan River, and a private community pond that's great for kids and grandkids. This subdivision is also a close community to Wolf Creek Ski Area, known for having the most snowfall in Colorado. Pagosa Springs offers everything you need-shopping, dining, grocery, medical services, and the world-famous hot springs-all just a short 5-minute drive away. Annual HOA dues: $200 Metro fees: $144.31 A fantastic opportunity to build in a quiet, wooded setting with unbeatable access to recreation and amenities. Call today to schedule a tour and explore the possibilities.",129000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Welcome to this beautiful 4-bedroom, 3-bath home, boasting stunning views of Pikes Peak and the surrounding mountains. The bright main level features gleaming hardwood floors, soaring vaulted ceilings, and a modern kitchen with stainless steel appliances and a breakfast bar that flows into the dining area and out to your patio and landscaped backyard sanctuary. Enjoy the gas fireplace while soaking in mountain panoramas, or head downstairs to the finished lower level with its adaptable bedroom/office space, large family room, and full bathroom featuring luxury vinyl plank flooring. The primary suite upstairs offers a peaceful haven with soaking tub, dual vanities, and generous closet space, complemented by two more comfortable bedrooms and a full bath. Conveniently situated minutes from Fort Carson, Peterson SFB, and Schriever SFB. This turnkey home awaits!",460000,2034.0,2.0,4.0,4.0,4.0,4.0,2.0
single_family,,"Slippery Rock River Ranch. A once-in-a-lifetime, multi-generational opportunity to purchase a luxurious Dolores River Mountain getaway. Every single aspect of the 36+ acre property has been meticulously rebuilt & restored to a level, unlike any other fishing compound you have ever seen. Multiple indoor/outdoor living spaces include 3 distinctive bunkhouses, 2 riverside glamping tents, a barn with a separate apartment with a fly-tying room & the main lodge with a gourmet kitchen, dining & game room. Dedicated & authentic yoga studio/workout log cabin. Home to world-class fly-fishing on a private 1, 100+ foot stretch on both sides of the river, with scenic hiking, mountain biking & skiing nearby. Private pond and beach on site. A new hot tub was added in October 2022. Create your true legacy,",4000000,3178.0,2.0,5.0,8.0,6.0,6.0,2.0
