dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,test_indices_file,r2_score,mse,rmse,mae,mape,train_r2,test_r2,model,evaluation_method,suspicious
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file__variant_02_of_05.json,classification,Label,logistic,success,,0.2225,0.1005,0.2225,0.106,445.0,5.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/tanishqdublish_text-classification-documentation/df_file.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__tanishqdublish_text-classification-documentation__df_file.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file__variant_03_of_05.json,classification,Label,logistic,success,,0.2225,0.1005,0.2225,0.106,445.0,5.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/tanishqdublish_text-classification-documentation/df_file.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__tanishqdublish_text-classification-documentation__df_file.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file__variant_04_of_05.json,classification,Label,logistic,success,,0.2225,0.1005,0.2225,0.106,445.0,5.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/tanishqdublish_text-classification-documentation/df_file.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__tanishqdublish_text-classification-documentation__df_file.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file__variant_05_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/tanishqdublish_text-classification-documentation/df_file.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris__variant_01_of_05.json,classification,Species,logistic,success,,,,,,30.0,3.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,2.0,"['1:load_csv', '2:train_classification_model']",classification,1.0,1.0,0.0,120.0,"['Id', 'SepalLengthCm', 'SepalWidthCm', 'PetalLengthCm', 'PetalWidthCm']",/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris_test_indices.json,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris__variant_02_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,,1.0,['2:scale_features'],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris__variant_03_of_05.json,classification,Species,logistic,success,,1.0,1.0,1.0,1.0,30.0,3.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),True
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris__variant_04_of_05.json,classification,Species,random_forest,success,,,,,,30.0,3.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,1.0,['2:train_classification_model'],classification,1.0,1.0,0.0,120.0,"['Id', 'SepalLengthCm', 'SepalWidthCm', 'PetalLengthCm', 'PetalWidthCm']",/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris_test_indices.json,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris__variant_05_of_05.json,classification,Species,logistic,success,,1.0,1.0,1.0,1.0,30.0,3.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_iris__Iris.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),True
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes__variant_01_of_05.json,classification,Outcome,logistic,success,,0.7468,0.6379,0.6727,0.6549,154.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes__variant_02_of_05.json,classification,Outcome,logistic,success,,0.7468,0.6379,0.6727,0.6549,154.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes__variant_03_of_05.json,classification,Outcome,random_forest,success,,,,,,154.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,3.0,"['1:load_csv', '2:handle_missing_values', '3:train_classification_model']",classification,0.8632,0.7338,0.1294,614.0,"['Pregnancies', 'Glucose', 'BloodPressure', 'SkinThickness', 'Insulin', 'BMI', 'DiabetesPedigreeFunction', 'Age']",/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes_test_indices.json,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes__variant_04_of_05.json,classification,Outcome,gradient_boosting,success,,0.7987,0.7255,0.6852,0.7048,154.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,4.0,"['2:train_classification_model', '2:train_classification_model', '3:evaluate_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes__variant_05_of_05.json,classification,Outcome,logistic,success,,0.7468,0.6379,0.6727,0.6549,154.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles__variant_01_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/xhlulu_cpc-codes/titles.csv,,1.0,['1:handle_missing_values'],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles__variant_02_of_05.json,classification,class,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles__variant_03_of_05.json,classification,class,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles__variant_04_of_05.json,classification,class,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles__variant_05_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/xhlulu_cpc-codes/titles.csv,,2.0,"['1:handle_missing_values', '1:encode_categorical']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset__variant_01_of_05.json,classification,Embarked,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset__variant_02_of_05.json,classification,Embarked,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset__variant_03_of_05.json,classification,Embarked,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset__variant_04_of_05.json,classification,Embarked,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset__variant_05_of_05.json,classification,Embarked,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data__variant_01_of_05.json,regression,Price,linear,success,,,,,,94.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset/Mobile-Price-Prediction-cleaned_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.2858,292205913.1856,17094.0315,8626.7143,386.9679,,,DeepSeek,Corrected (test_indices),False
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data__variant_02_of_05.json,regression,Price,linear,success,,,,,,94.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset/Mobile-Price-Prediction-cleaned_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.2858,292205913.1856,17094.0315,8626.7143,386.9679,,,DeepSeek,Corrected (test_indices),False
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data__variant_03_of_05.json,regression,,,failed,invalid literal for int() with base 10: '0.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80,,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data__variant_04_of_05.json,regression,Price,linear,success,,,,,,94.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset/Mobile-Price-Prediction-cleaned_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.2858,292205913.1856,17094.0315,8626.7143,386.9679,,,DeepSeek,Corrected (test_indices),False
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data__variant_05_of_05.json,regression,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset/Mobile-Price-Prediction-cleaned_data.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data__variant_01_of_05.json,regression,crop_yield,linear,success,,,,,,600.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/govindaramsriram_crop-yield-of-a-farm/crop_yield_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,0.0818,0.2859,0.2432,0.0999,,,DeepSeek,Corrected (test_indices),True
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data__variant_02_of_05.json,regression,crop_yield,linear,success,,,,,,600.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/govindaramsriram_crop-yield-of-a-farm/crop_yield_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,0.0818,0.2859,0.2432,0.0999,,,DeepSeek,Corrected (test_indices),True
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data__variant_03_of_05.json,regression,crop_yield,linear,success,,,,,,600.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/govindaramsriram_crop-yield-of-a-farm/crop_yield_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,0.0818,0.2859,0.2432,0.0999,,,DeepSeek,Corrected (test_indices),True
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data__variant_04_of_05.json,regression,crop_yield,linear,success,,,,,,600.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/govindaramsriram_crop-yield-of-a-farm/crop_yield_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,0.0818,0.2859,0.2432,0.0999,,,DeepSeek,Corrected (test_indices),True
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data__variant_05_of_05.json,regression,,,failed,Input file not found: None,,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset__variant_01_of_05.json,regression,target,linear,success,,,,,,2000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.5281,2509.0934,50.0909,41.2742,143.6676,,,DeepSeek,Corrected (test_indices),False
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset__variant_02_of_05.json,regression,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset__variant_03_of_05.json,regression,target,linear,success,,,,,,2000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.5281,2509.0934,50.0909,41.2742,143.6676,,,DeepSeek,Corrected (test_indices),False
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset__variant_04_of_05.json,regression,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,,1.0,['1:load_csv'],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset__variant_05_of_05.json,regression,target,linear,success,,,,,,2000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.5281,2509.0934,50.0909,41.2742,143.6676,,,DeepSeek,Corrected (test_indices),False
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate__variant_01_of_05.json,regression,Y house price of unit area,linear,success,,,,,,83.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__quantbruce_real-estate-price-prediction__Real estate.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6745,54.602,7.3893,5.418,17.692,,,DeepSeek,Corrected (test_indices),False
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate__variant_02_of_05.json,regression,Y house price of unit area,linear,success,,,,,,83.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__quantbruce_real-estate-price-prediction__Real estate.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6745,54.602,7.3893,5.418,17.692,,,DeepSeek,Corrected (test_indices),False
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate__variant_03_of_05.json,regression,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate__variant_04_of_05.json,regression,Y house price of unit area,linear,success,,,,,,83.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__quantbruce_real-estate-price-prediction__Real estate.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6745,54.602,7.3893,5.418,17.692,,,DeepSeek,Corrected (test_indices),False
